id,logic_score,math_score,art_score,english_score,interest_field,career_goal,study_time_per_week,current_level,Target_Course
7a510eb0,7,4,5,6,Web,Company,< 2h,Beginner,Web Backend (PHP/Nodejs)
44d3b41f,8,3,5,5,Game,Startup,> 10h,Intermediate,Game Dev (Unity/C#)
706b9ec9,5,9,5,4,Web,Freelancer,2-5h,Intermediate,Web Backend (PHP/Nodejs)
8225ecd2,3,1,4,2,Office,Startup,2-5h,Beginner,Tin hoc van phong
ba39e8e2,5,7,6,9,Office,Startup,5-10h,Intermediate,Tin hoc van phong
04524436,10,6,9,10,Web,Startup,< 2h,Advanced,Web Backend (PHP/Nodejs)
b7c31fe9,7,5,5,9,Game,Freelancer,5-10h,Intermediate,Game Dev (Unity/C#)
23a32176,5,8,9,3,Office,Freelancer,2-5h,Intermediate,Tin hoc van phong
5fab9558,7,1,6,3,Mobile App,Startup,5-10h,Beginner,Flutter Cross-platform
03976ca7,9,9,9,6,Web,Startup,2-5h,Intermediate,Web Backend (PHP/Nodejs)
6451b40e,9,8,6,9,Web,Competition,2-5h,Advanced,Frontend (HTML/CSS/JS)
8a5b129b,3,6,8,4,Mobile App,Company,2-5h,Intermediate,Android Basic
cbc70876,7,9,8,4,Mobile App,Freelancer,< 2h,Intermediate,Flutter Cross-platform
1ef05ac8,1,7,6,5,Office,Competition,2-5h,Beginner,Tin hoc van phong
fafb5358,2,3,8,5,Game,Startup,2-5h,Beginner,Game Design & Art
37d68226,9,7,9,7,Office,Freelancer,< 2h,Intermediate,Tin hoc van phong
583656b3,5,6,6,6,Mobile App,Startup,< 2h,Beginner,Flutter Cross-platform
f0eb876f,3,5,5,4,Web,Company,< 2h,Intermediate,Frontend (HTML/CSS/JS)
b638ee42,4,6,7,2,Game,Startup,2-5h,Beginner,Scratch for Beginners
ac67cba3,5,4,3,4,IOT,Company,< 2h,Intermediate,Arduino Basic
7b1dc283,6,9,5,8,IOT,Competition,5-10h,Advanced,C/C++ for IoT
3e4f2cc5,7,3,4,4,Web,Company,> 10h,Intermediate,Web Backend (PHP/Nodejs)
f45f1060,9,6,9,5,Web,Freelancer,2-5h,Intermediate,Web Backend (PHP/Nodejs)
fc6ac331,9,7,5,9,Game,Company,5-10h,Advanced,Game Dev (Unity/C#)
8cdbf5d3,5,5,5,10,Office,Freelancer,2-5h,Advanced,Tin hoc van phong
03bf4031,7,7,8,6,Web,Competition,5-10h,Intermediate,Competitive Programming (C++)
a78fe6f5,8,4,5,5,Mobile App,Freelancer,2-5h,Intermediate,Flutter Cross-platform
a8bd04f8,4,8,5,1,AI/Data,Competition,5-10h,Beginner,Python Basic
d2f3dd08,4,5,4,6,IOT,Company,< 2h,Intermediate,Arduino Basic
4813c812,8,8,4,8,Web,Freelancer,2-5h,Beginner,Web Backend (PHP/Nodejs)
7ddd0adb,7,9,4,5,Game,Freelancer,< 2h,Intermediate,Game Dev (Unity/C#)
3d0eeb21,5,9,6,5,IOT,Startup,> 10h,Advanced,C/C++ for IoT
560741e0,10,7,5,7,Mobile App,Freelancer,> 10h,Advanced,Flutter Cross-platform
dc79872a,7,1,4,3,Game,Startup,< 2h,Beginner,Game Dev (Unity/C#)
768b687a,8,3,6,2,IOT,Freelancer,2-5h,Beginner,C/C++ for IoT
ff0bf10f,4,2,6,2,Web,Company,2-5h,Beginner,Web Backend (PHP/Nodejs)
bc3392e6,7,4,3,3,AI/Data,Startup,< 2h,Beginner,Python Basic
918c29fc,8,5,6,5,Web,Freelancer,< 2h,Beginner,Web Backend (PHP/Nodejs)
009fd1f3,6,6,7,4,Web,Freelancer,2-5h,Beginner,Frontend (HTML/CSS/JS)
9b9a0e7f,5,6,8,3,Office,Freelancer,5-10h,Intermediate,Tin hoc van phong
224cdf02,5,5,6,4,Office,Freelancer,5-10h,Beginner,Tin hoc van phong
ba1d050f,9,7,9,8,Mobile App,Startup,2-5h,Advanced,Android Basic
ea3cb912,6,3,6,5,Game,Company,5-10h,Beginner,Game Dev (Unity/C#)
b0b5f117,6,7,1,8,IOT,Freelancer,2-5h,Beginner,Arduino Basic
8b4ddfbd,8,9,3,5,Web,Startup,2-5h,Intermediate,Web Backend (PHP/Nodejs)
cbc442b1,9,5,6,5,Game,Company,2-5h,Advanced,Game Dev (Unity/C#)
1b2c273e,7,8,5,6,Mobile App,Startup,2-5h,Beginner,Flutter Cross-platform
6a9355ab,3,7,7,9,Mobile App,Startup,2-5h,Intermediate,Android Basic
9e326adb,10,10,10,10,Mobile App,Freelancer,< 2h,Advanced,Flutter Cross-platform
e2ef880c,4,5,3,6,IOT,Company,5-10h,Intermediate,Arduino Basic
20225379,6,6,4,8,AI/Data,Company,5-10h,Beginner,Python Basic
440da419,4,5,7,3,AI/Data,Company,> 10h,Intermediate,Python Basic
4b592aad,9,6,5,4,Game,Company,2-5h,Intermediate,Game Dev (Unity/C#)
b277df84,4,6,4,8,IOT,Freelancer,2-5h,Intermediate,Arduino Basic
35a26dc4,9,4,7,4,AI/Data,Competition,5-10h,Intermediate,Python for Data Science
c4dd29c3,9,9,5,3,Game,Startup,< 2h,Intermediate,Game Dev (Unity/C#)
f96c3d72,8,4,4,6,Office,Company,2-5h,Intermediate,Tin hoc van phong
7d5ad298,6,4,3,8,AI/Data,Freelancer,< 2h,Intermediate,Python Basic
6d9906c9,4,7,4,5,AI/Data,Freelancer,5-10h,Beginner,Python Basic
779bc9cb,10,8,10,5,Office,Startup,> 10h,Advanced,Tin hoc van phong
43bda97c,5,3,4,2,Web,Competition,5-10h,Beginner,Web Backend (PHP/Nodejs)
28cc6873,7,8,6,6,IOT,Competition,5-10h,Beginner,C/C++ for IoT
c0d61431,7,6,5,10,IOT,Competition,> 10h,Advanced,Arduino Basic
3a996305,6,1,3,8,Mobile App,Startup,< 2h,Beginner,Android Basic
31dbb0af,6,2,1,5,Office,Startup,2-5h,Beginner,Tin hoc van phong
a9d3c764,10,6,5,8,Office,Company,> 10h,Advanced,Tin hoc van phong
0c9fe42c,6,8,2,7,AI/Data,Freelancer,2-5h,Beginner,Python Basic
10a7136a,4,3,5,7,Web,Company,< 2h,Beginner,Fullstack Web (MERN)
9292e483,6,2,3,5,Mobile App,Freelancer,2-5h,Beginner,Flutter Cross-platform
d0585b55,4,8,6,8,AI/Data,Company,5-10h,Beginner,Python Basic
de0cc9fe,3,1,6,1,Web,Competition,< 2h,Beginner,Web Backend (PHP/Nodejs)
ed22370f,4,4,5,9,AI/Data,Company,> 10h,Intermediate,Python Basic
e65e1fc6,10,10,6,10,Game,Competition,> 10h,Advanced,Competitive Programming (C++)
4ecd8832,5,2,4,4,Mobile App,Competition,> 10h,Beginner,Flutter Cross-platform
07fb2439,7,7,6,7,AI/Data,Freelancer,2-5h,Intermediate,Python for Data Science
7caf6b90,6,5,4,5,AI/Data,Company,< 2h,Beginner,Python Basic
356724b0,8,7,3,5,IOT,Freelancer,> 10h,Intermediate,C/C++ for IoT
c6a24fbd,7,8,7,6,AI/Data,Company,5-10h,Intermediate,Python for Data Science
35c70a03,3,5,2,1,Office,Startup,5-10h,Beginner,Tin hoc van phong
bd5d400b,10,5,5,7,Mobile App,Startup,< 2h,Advanced,Flutter Cross-platform
184f64c1,7,3,1,8,IOT,Freelancer,5-10h,Beginner,C/C++ for IoT
b57c1180,6,4,7,5,Web,Competition,2-5h,Beginner,Frontend (HTML/CSS/JS)
d02fd071,10,8,9,6,Office,Startup,2-5h,Advanced,Tin hoc van phong
e958e7bf,9,6,6,8,AI/Data,Company,< 2h,Intermediate,Python for Data Science
367da16b,3,7,4,9,Office,Company,2-5h,Intermediate,Tin hoc van phong
26a129b4,4,5,6,2,IOT,Company,2-5h,Beginner,Arduino Basic
5f0a8e02,6,8,5,5,Office,Company,2-5h,Beginner,Tin hoc van phong
3b6fd40f,7,2,7,8,Web,Company,2-5h,Beginner,Frontend (HTML/CSS/JS)
255efd12,10,9,7,5,AI/Data,Company,2-5h,Advanced,Python Basic
17e1dd2c,6,8,6,8,Web,Company,5-10h,Beginner,Web Backend (PHP/Nodejs)
c4348330,9,9,10,7,Web,Freelancer,> 10h,Advanced,Fullstack Web (MERN)
0ba3e786,6,7,4,7,Mobile App,Competition,5-10h,Beginner,Flutter Cross-platform
eb80ebb6,8,6,5,5,AI/Data,Company,> 10h,Advanced,Python Basic
565762fc,3,4,4,5,Office,Competition,2-5h,Beginner,Tin hoc van phong
acc6679b,10,6,6,7,Web,Competition,5-10h,Advanced,Fullstack Web (MERN)
2ec71527,4,7,5,9,AI/Data,Freelancer,> 10h,Intermediate,Python Basic
568348f7,4,4,4,6,Office,Freelancer,5-10h,Intermediate,Tin hoc van phong
612e667a,4,4,8,1,Game,Company,5-10h,Beginner,Scratch for Beginners
99b40803,6,6,6,9,IOT,Startup,> 10h,Advanced,Arduino Basic
2f17e39d,4,7,2,4,Mobile App,Company,2-5h,Beginner,Android Basic
0d1e3c83,6,3,2,3,IOT,Company,< 2h,Beginner,Arduino Basic
826cf38e,6,6,5,7,Mobile App,Freelancer,2-5h,Advanced,Flutter Cross-platform
946631f9,5,6,6,4,AI/Data,Company,5-10h,Beginner,Python Basic
d4cc3662,6,5,5,9,Game,Company,5-10h,Intermediate,Game Design & Art
72d83395,6,6,6,7,AI/Data,Startup,< 2h,Beginner,Python Basic
b0f74225,4,3,7,8,Web,Competition,< 2h,Beginner,Frontend (HTML/CSS/JS)
e5ae1564,8,7,6,9,IOT,Freelancer,2-5h,Intermediate,C/C++ for IoT
828db780,5,5,4,2,AI/Data,Startup,> 10h,Beginner,Python Basic
ee4aefc9,9,8,3,8,Web,Freelancer,2-5h,Intermediate,Web Backend (PHP/Nodejs)
780766c2,8,4,1,1,AI/Data,Competition,2-5h,Beginner,Python Basic
8ceb9fe5,8,6,3,5,Web,Startup,5-10h,Intermediate,Web Backend (PHP/Nodejs)
c8e4e1cc,4,6,5,8,IOT,Competition,> 10h,Intermediate,Arduino Basic
07233dd9,8,5,7,7,Mobile App,Freelancer,5-10h,Intermediate,Flutter Cross-platform
35d78d64,6,8,2,2,AI/Data,Freelancer,2-5h,Beginner,Python Basic
7882c18a,8,7,3,5,Mobile App,Startup,> 10h,Intermediate,Flutter Cross-platform
aa4e4601,4,7,5,8,IOT,Company,< 2h,Beginner,Arduino Basic
a2eff54a,4,4,3,7,Office,Company,2-5h,Intermediate,Tin hoc van phong
4e7aa0fa,9,8,6,5,IOT,Company,2-5h,Advanced,C/C++ for IoT
094d25a3,6,6,7,10,Game,Company,5-10h,Advanced,Game Dev (Unity/C#)
a8fa9c8f,5,8,4,7,AI/Data,Freelancer,5-10h,Intermediate,Python for Data Science
7024897e,5,1,2,1,Office,Startup,> 10h,Beginner,Tin hoc van phong
cae42a99,10,9,10,6,Office,Freelancer,5-10h,Advanced,Tin hoc van phong
1863eb25,6,6,2,1,Office,Company,2-5h,Beginner,Tin hoc van phong
f111cd30,3,7,7,4,Mobile App,Startup,5-10h,Intermediate,Android Basic
dc70010f,6,8,6,7,IOT,Freelancer,5-10h,Advanced,C/C++ for IoT
d3858e76,8,7,8,6,Game,Startup,5-10h,Beginner,Game Design & Art
df10447e,5,7,8,8,Mobile App,Competition,5-10h,Beginner,Flutter Cross-platform
1595a8e9,5,3,8,3,Office,Company,5-10h,Intermediate,Tin hoc van phong
cfab7aee,6,5,9,6,Office,Company,2-5h,Intermediate,Tin hoc van phong
289d007c,6,8,6,5,Office,Freelancer,2-5h,Beginner,Tin hoc van phong
c2271f1a,4,1,5,7,Mobile App,Freelancer,2-5h,Beginner,Android Basic
fb13a988,5,7,4,1,Game,Company,2-5h,Beginner,Scratch for Beginners
cc8d9f51,9,9,5,6,AI/Data,Company,5-10h,Intermediate,Python for Data Science
df609a20,8,5,3,7,Mobile App,Freelancer,> 10h,Beginner,Flutter Cross-platform
5c6f0620,5,7,8,9,Office,Freelancer,5-10h,Intermediate,Tin hoc van phong
def8b750,9,6,6,8,AI/Data,Freelancer,5-10h,Advanced,Python Basic
16b8d613,9,10,5,6,Web,Company,> 10h,Advanced,Fullstack Web (MERN)
1d22e421,9,9,7,8,Game,Startup,5-10h,Intermediate,Game Design & Art
f33325d5,1,6,3,4,Web,Company,2-5h,Beginner,Web Backend (PHP/Nodejs)
73987a0a,4,9,3,5,Office,Startup,2-5h,Intermediate,Tin hoc van phong
cdbad426,7,7,7,4,AI/Data,Company,< 2h,Intermediate,Python for Data Science
41619a35,5,5,7,3,Mobile App,Competition,2-5h,Intermediate,Android Basic
851b4914,5,7,6,5,Office,Competition,5-10h,Advanced,Tin hoc van phong
ba907e3c,6,8,7,4,Web,Freelancer,2-5h,Intermediate,Web Backend (PHP/Nodejs)
0b78cc97,3,8,3,5,IOT,Company,< 2h,Beginner,Arduino Basic
248a7c94,4,6,3,7,AI/Data,Freelancer,2-5h,Intermediate,Python for Data Science
335ec140,6,6,6,3,IOT,Company,< 2h,Beginner,Arduino Basic
016d6a53,7,8,3,1,AI/Data,Freelancer,5-10h,Beginner,Python for Data Science
7cf99664,9,9,5,9,Game,Company,5-10h,Intermediate,Game Dev (Unity/C#)
0a21d28f,3,7,6,3,IOT,Startup,2-5h,Beginner,Arduino Basic
96e76e0f,4,6,6,4,AI/Data,Startup,< 2h,Intermediate,Python Basic
c4108c7f,8,5,4,2,Game,Freelancer,2-5h,Beginner,Game Dev (Unity/C#)
a76c48d6,8,8,6,8,AI/Data,Freelancer,5-10h,Beginner,Python Basic
5297489c,8,10,6,7,AI/Data,Company,> 10h,Advanced,Python Basic
68727f31,6,5,4,8,AI/Data,Startup,2-5h,Beginner,Python Basic
3dba6d53,7,9,6,6,IOT,Freelancer,2-5h,Intermediate,C/C++ for IoT
a5c62075,8,8,4,3,Web,Startup,5-10h,Beginner,Web Backend (PHP/Nodejs)
34d33d49,8,8,8,5,Game,Freelancer,2-5h,Advanced,Game Design & Art
41394a8b,4,4,7,6,Web,Competition,5-10h,Beginner,Frontend (HTML/CSS/JS)
eeec7946,1,4,8,4,Web,Company,> 10h,Beginner,Frontend (HTML/CSS/JS)
fb6d8b5f,6,6,10,5,Mobile App,Company,2-5h,Advanced,Flutter Cross-platform
3a3b92fc,8,4,3,4,AI/Data,Company,< 2h,Intermediate,Python for Data Science
3afd02e9,6,9,5,8,IOT,Freelancer,5-10h,Advanced,C/C++ for IoT
dfa09119,5,4,6,7,Game,Company,2-5h,Beginner,Scratch for Beginners
014b772e,4,5,5,4,Office,Freelancer,< 2h,Intermediate,Tin hoc van phong
75be23be,6,4,6,9,AI/Data,Freelancer,2-5h,Intermediate,Python Basic
cdaa00d2,7,4,3,8,Office,Company,< 2h,Intermediate,Tin hoc van phong
9b1aa871,8,8,7,5,AI/Data,Freelancer,5-10h,Intermediate,Python for Data Science
457bbf56,7,7,7,5,Web,Startup,< 2h,Advanced,Fullstack Web (MERN)
795bd78c,5,4,3,3,IOT,Freelancer,> 10h,Intermediate,Arduino Basic
263c4162,8,6,3,6,Office,Startup,< 2h,Beginner,Tin hoc van phong
1ca6d97c,9,5,9,10,Game,Company,2-5h,Advanced,Game Dev (Unity/C#)
7311cd24,7,1,6,7,Web,Freelancer,5-10h,Beginner,Web Backend (PHP/Nodejs)
ef01e714,3,3,8,6,Mobile App,Competition,2-5h,Beginner,Android Basic
e8ec5efe,9,9,9,6,Office,Startup,2-5h,Advanced,Tin hoc van phong
5b610a84,6,7,8,6,Mobile App,Company,> 10h,Advanced,Flutter Cross-platform
9e6a183f,1,7,6,3,Office,Company,< 2h,Beginner,Tin hoc van phong
c6a9b6cf,9,6,5,3,IOT,Startup,5-10h,Intermediate,Arduino Basic
e31671a1,5,2,4,4,Game,Company,5-10h,Beginner,Scratch for Beginners
4823d300,7,5,7,9,Game,Company,2-5h,Advanced,Game Dev (Unity/C#)
ae792436,6,6,2,6,IOT,Competition,5-10h,Beginner,Arduino Basic
9e38d97f,6,3,6,3,IOT,Company,< 2h,Intermediate,Arduino Basic
2af6a943,3,7,6,6,Mobile App,Competition,< 2h,Intermediate,Android Basic
51933491,4,5,7,2,AI/Data,Company,< 2h,Beginner,Python Basic
fd35616d,7,7,3,4,AI/Data,Company,> 10h,Beginner,Python Basic
4a278e37,3,6,5,8,Mobile App,Freelancer,2-5h,Beginner,Android Basic
b306a1bc,6,6,3,5,Mobile App,Startup,< 2h,Intermediate,Flutter Cross-platform
6f2ed9bf,6,8,6,2,Web,Company,5-10h,Beginner,Web Backend (PHP/Nodejs)
f33f50fc,6,6,5,9,IOT,Company,2-5h,Advanced,Arduino Basic
435c2406,10,8,5,10,AI/Data,Competition,5-10h,Advanced,Competitive Programming (C++)
36bdb8bf,6,3,5,9,Mobile App,Startup,5-10h,Intermediate,Android Basic
ae04f418,6,6,5,8,Game,Startup,< 2h,Advanced,Game Dev (Unity/C#)
d38b83dd,9,9,7,6,AI/Data,Startup,> 10h,Intermediate,Python for Data Science
470e25f6,9,7,4,9,AI/Data,Freelancer,5-10h,Intermediate,Python for Data Science
0440cf70,9,9,4,7,Web,Startup,< 2h,Intermediate,Web Backend (PHP/Nodejs)
210af67b,9,4,6,9,IOT,Competition,2-5h,Intermediate,C/C++ for IoT
baff4295,4,8,1,8,AI/Data,Company,< 2h,Beginner,Python Basic
7d39e343,6,7,1,5,IOT,Company,2-5h,Beginner,C/C++ for IoT
da1340f5,6,8,5,7,IOT,Freelancer,> 10h,Intermediate,C/C++ for IoT
ac473994,9,9,8,6,Mobile App,Startup,2-5h,Intermediate,Android Basic
6c1353c7,5,5,6,2,Office,Freelancer,< 2h,Beginner,Tin hoc van phong
2f7d9112,6,6,8,4,Web,Startup,< 2h,Beginner,Frontend (HTML/CSS/JS)
f5262e02,7,10,9,5,Game,Freelancer,> 10h,Advanced,Game Dev (Unity/C#)
f69e067b,6,10,6,6,AI/Data,Company,5-10h,Advanced,Python Basic
e51a4a50,8,5,3,6,Mobile App,Competition,< 2h,Beginner,Flutter Cross-platform
5b41dd29,2,6,7,5,Game,Company,> 10h,Beginner,Game Design & Art
ae85666d,5,3,8,4,Office,Competition,5-10h,Beginner,Tin hoc van phong
2ec43385,6,5,1,8,IOT,Company,< 2h,Beginner,Arduino Basic
e9903e81,10,8,5,5,Game,Competition,< 2h,Advanced,Competitive Programming (C++)
4f89dc26,5,6,5,2,Office,Competition,> 10h,Beginner,Tin hoc van phong
56da547b,7,4,4,6,Mobile App,Company,2-5h,Beginner,Flutter Cross-platform
d594328d,5,8,7,9,AI/Data,Competition,< 2h,Advanced,Python Basic
8fff1423,9,7,9,9,Game,Startup,2-5h,Intermediate,Game Design & Art
2c0e4d44,9,7,6,10,IOT,Competition,2-5h,Advanced,Competitive Programming (C++)
b0d10998,4,6,2,4,Office,Freelancer,> 10h,Beginner,Tin hoc van phong
9e099c4b,4,8,5,4,Web,Startup,5-10h,Beginner,Web Backend (PHP/Nodejs)
8a44aebd,5,9,9,10,Web,Company,5-10h,Advanced,Fullstack Web (MERN)
8e72ba47,9,5,3,3,IOT,Startup,5-10h,Intermediate,C/C++ for IoT
e43b65c5,3,2,7,4,Web,Freelancer,> 10h,Beginner,Frontend (HTML/CSS/JS)
4e18ce1c,5,5,9,10,Web,Competition,2-5h,Advanced,Frontend (HTML/CSS/JS)
079e7c56,6,8,6,6,Game,Company,< 2h,Advanced,Game Dev (Unity/C#)
2e8f2c9a,7,6,3,7,IOT,Startup,5-10h,Intermediate,C/C++ for IoT
be9070f2,9,4,7,8,AI/Data,Freelancer,< 2h,Intermediate,Python for Data Science
7468b7f9,8,3,4,1,Mobile App,Company,2-5h,Beginner,Flutter Cross-platform
30e0ccc9,7,4,3,5,AI/Data,Startup,2-5h,Beginner,Python Basic
2d57ba56,5,5,5,7,Web,Startup,< 2h,Advanced,Frontend (HTML/CSS/JS)
69c1da36,8,4,6,1,Game,Company,5-10h,Beginner,Game Dev (Unity/C#)
74d99dcf,8,3,8,7,Office,Startup,5-10h,Intermediate,Tin hoc van phong
83055f48,5,8,6,4,Game,Company,2-5h,Intermediate,Scratch for Beginners
ce08e66f,6,4,6,2,IOT,Competition,> 10h,Beginner,Arduino Basic
f9827e5d,8,10,5,9,AI/Data,Freelancer,> 10h,Advanced,Python for Data Science
4f4db997,4,4,6,7,Game,Startup,5-10h,Beginner,Scratch for Beginners
0748cf4d,8,8,3,3,Mobile App,Freelancer,5-10h,Beginner,Flutter Cross-platform
798c7e74,7,10,5,5,Web,Competition,5-10h,Advanced,Competitive Programming (C++)
8b6ef783,7,3,4,5,Game,Startup,2-5h,Intermediate,Game Dev (Unity/C#)
328809e6,6,7,3,6,AI/Data,Competition,2-5h,Beginner,Python Basic
93c9988e,4,7,4,8,Office,Company,< 2h,Beginner,Tin hoc van phong
bb4e69e3,4,6,1,3,AI/Data,Freelancer,5-10h,Beginner,Python Basic
90d03771,3,3,1,6,IOT,Competition,< 2h,Beginner,Arduino Basic
8b337e2b,9,5,6,6,AI/Data,Company,> 10h,Advanced,Python Basic
15644052,6,10,6,5,IOT,Startup,< 2h,Advanced,C/C++ for IoT
b6f256c2,6,10,8,6,Web,Freelancer,2-5h,Advanced,Frontend (HTML/CSS/JS)
f55f9cd4,7,9,5,9,Web,Freelancer,5-10h,Advanced,Fullstack Web (MERN)
9d18dad4,7,5,5,5,Mobile App,Competition,< 2h,Intermediate,Flutter Cross-platform
4bf9a56a,6,4,9,3,Office,Company,5-10h,Intermediate,Tin hoc van phong
ecd9c6f8,7,10,5,5,Mobile App,Competition,> 10h,Advanced,Flutter Cross-platform
54968fed,1,3,6,2,Game,Company,> 10h,Beginner,Scratch for Beginners
75f1d883,7,7,5,6,Game,Startup,> 10h,Advanced,Scratch for Beginners
9c16386a,7,3,6,3,Mobile App,Company,2-5h,Beginner,Flutter Cross-platform
b0d3f41d,7,3,9,4,Office,Company,< 2h,Intermediate,Tin hoc van phong
e48928b8,5,8,7,10,Web,Competition,> 10h,Advanced,Fullstack Web (MERN)
675aa02a,7,6,6,7,AI/Data,Company,5-10h,Intermediate,Python for Data Science
4bd832d6,3,6,3,4,Office,Competition,5-10h,Beginner,Tin hoc van phong
3be04999,8,2,4,3,Office,Company,5-10h,Beginner,Tin hoc van phong
ca0e4482,8,3,5,1,Game,Freelancer,< 2h,Beginner,Scratch for Beginners
39d9214a,4,1,6,3,Mobile App,Company,5-10h,Beginner,Android Basic
a08e2c66,8,8,4,2,AI/Data,Company,2-5h,Beginner,Python Basic
108496e4,8,2,8,1,Game,Startup,5-10h,Beginner,Game Dev (Unity/C#)
3d7d45c1,2,1,4,1,Game,Freelancer,> 10h,Beginner,Scratch for Beginners
76aecdc6,3,9,6,6,Office,Company,5-10h,Intermediate,Tin hoc van phong
5fbbeeb4,7,6,6,7,IOT,Company,< 2h,Beginner,C/C++ for IoT
2037bccf,2,6,7,4,Office,Startup,2-5h,Beginner,Tin hoc van phong
2f479124,5,5,1,5,AI/Data,Company,2-5h,Beginner,Python Basic
4d1cec35,3,9,4,8,Game,Company,5-10h,Intermediate,Scratch for Beginners
5a5054b3,8,10,8,10,Game,Company,< 2h,Advanced,Game Dev (Unity/C#)
2f7cbb63,2,4,8,4,Office,Startup,< 2h,Beginner,Tin hoc van phong
0fc7bc74,8,5,4,9,IOT,Startup,5-10h,Intermediate,C/C++ for IoT
5acc38e1,6,7,10,10,Office,Freelancer,5-10h,Advanced,Tin hoc van phong
93b49497,4,6,5,5,Mobile App,Freelancer,2-5h,Beginner,Flutter Cross-platform
d53d110f,9,5,6,7,Mobile App,Company,5-10h,Intermediate,Android Basic
399bb97c,8,7,6,7,Game,Startup,5-10h,Beginner,Game Dev (Unity/C#)
e943a652,7,5,3,3,Web,Company,< 2h,Beginner,Web Backend (PHP/Nodejs)
a406a84a,4,7,5,2,Mobile App,Competition,5-10h,Beginner,Android Basic
68c566bf,5,7,4,6,Mobile App,Startup,2-5h,Intermediate,Flutter Cross-platform
0d9c084b,7,4,6,3,AI/Data,Competition,2-5h,Beginner,Python Basic
33b792f4,6,6,5,1,Game,Company,5-10h,Beginner,Game Dev (Unity/C#)
9751409e,7,8,6,6,IOT,Freelancer,5-10h,Advanced,C/C++ for IoT
de19aaeb,6,5,6,6,Web,Freelancer,< 2h,Beginner,Web Backend (PHP/Nodejs)
59a0f4b0,5,5,4,2,Web,Company,< 2h,Beginner,Fullstack Web (MERN)
3d293b96,7,3,8,7,Web,Company,2-5h,Intermediate,Frontend (HTML/CSS/JS)
907373a3,7,4,8,5,Office,Company,> 10h,Intermediate,Tin hoc van phong
3e745fbb,7,5,3,6,AI/Data,Freelancer,2-5h,Intermediate,Python for Data Science
e92cf2da,2,2,6,7,Game,Company,5-10h,Beginner,Scratch for Beginners
d05a0d0c,9,3,9,3,Web,Company,2-5h,Intermediate,Fullstack Web (MERN)
3e663461,8,8,4,5,IOT,Startup,2-5h,Intermediate,C/C++ for IoT
e0516167,6,9,10,9,Mobile App,Competition,2-5h,Advanced,Flutter Cross-platform
cb331aca,7,8,3,2,Office,Company,> 10h,Beginner,Tin hoc van phong
11dbc6b9,8,5,4,4,IOT,Freelancer,< 2h,Intermediate,C/C++ for IoT
5d39e819,8,7,3,8,AI/Data,Startup,2-5h,Intermediate,Python Basic
4add962a,3,5,1,5,IOT,Company,< 2h,Beginner,Arduino Basic
9aa54654,4,6,5,2,Game,Company,> 10h,Beginner,Scratch for Beginners
d0128c64,7,5,6,1,Office,Competition,2-5h,Beginner,Tin hoc van phong
a2e8fdae,7,2,3,5,Web,Company,> 10h,Beginner,Web Backend (PHP/Nodejs)
9395792d,2,3,4,1,Office,Competition,< 2h,Beginner,Tin hoc van phong
f940fef1,8,1,1,1,Mobile App,Company,< 2h,Beginner,Flutter Cross-platform
1644b623,9,7,3,8,IOT,Company,< 2h,Intermediate,C/C++ for IoT
021c5f4d,7,9,9,8,Game,Company,5-10h,Intermediate,Game Design & Art
a5c2d4a5,7,4,8,4,Game,Startup,2-5h,Intermediate,Game Design & Art
5721c6e3,3,5,3,5,Office,Startup,5-10h,Beginner,Tin hoc van phong
c7fa8e62,5,6,5,4,IOT,Company,> 10h,Intermediate,C/C++ for IoT
f4e2fefe,5,10,7,5,Mobile App,Freelancer,5-10h,Advanced,Flutter Cross-platform
923204d0,9,6,6,9,Web,Startup,< 2h,Intermediate,Web Backend (PHP/Nodejs)
76906d91,4,7,2,8,Mobile App,Company,> 10h,Beginner,Flutter Cross-platform
7133fe84,5,7,4,8,IOT,Company,< 2h,Beginner,Arduino Basic
11d43900,3,7,6,5,Web,Freelancer,2-5h,Intermediate,Web Backend (PHP/Nodejs)
e64fd5ad,7,4,4,1,Web,Company,5-10h,Beginner,Web Backend (PHP/Nodejs)
31ba61a9,3,4,9,9,Web,Startup,2-5h,Intermediate,Frontend (HTML/CSS/JS)
86f64570,5,2,7,1,Office,Startup,2-5h,Beginner,Tin hoc van phong
c3c29be2,7,3,7,5,Office,Startup,< 2h,Beginner,Tin hoc van phong
3e170cae,6,4,8,3,Web,Company,2-5h,Beginner,Fullstack Web (MERN)
cdbcb151,6,7,5,1,Office,Competition,5-10h,Beginner,Tin hoc van phong
ee967ed3,1,3,8,8,Web,Freelancer,2-5h,Beginner,Frontend (HTML/CSS/JS)
0d29f03d,8,7,7,6,AI/Data,Competition,2-5h,Beginner,Competitive Programming (C++)
c0bc6ae5,8,6,2,7,IOT,Freelancer,> 10h,Beginner,C/C++ for IoT
05f7a78f,5,7,3,4,IOT,Freelancer,5-10h,Beginner,Arduino Basic
488187f2,8,4,1,7,AI/Data,Freelancer,> 10h,Beginner,Python Basic
4ccbb1b9,5,3,6,1,Game,Startup,2-5h,Beginner,Scratch for Beginners
a4286096,4,7,5,3,AI/Data,Company,5-10h,Beginner,Python Basic
978015ed,6,5,1,5,IOT,Competition,2-5h,Beginner,Arduino Basic
